"AA9_1"	"AA9_2"	"AA9_3"	"DMSO_1"	"DMSO_2"	"DMSO_3"
"ENSG00000238142"	151	126	188	209	183	167
"ENSG00000235241"	32	12	36	30	22	26
"ENSG00000207005"	419	141	162	12	308	254
"ENSG00000272426"	4	10	12	1	6	10
"ENSG00000117122"	568	364	570	620	578	588
"ENSG00000226526"	8	1	2	3	0	5
"ENSG00000159363"	1219	853	1350	1329	1154	1186
"ENSG00000117118"	1751	1141	1996	1517	1411	1471
"ENSG00000117115"	6	8	6	10	4	2
"ENSG00000204362"	16	7	11	4	16	0
"ENSG00000142623"	2	0	0	0	0	2
"ENSG00000142619"	2	4	2	13	3	5
"ENSG00000266634"	0	0	0	0	0	0
"ENSG00000159339"	0	0	0	0	2	0
"ENSG00000280226"	2	0	0	0	0	0
"ENSG00000276747"	0	0	0	0	0	0
"ENSG00000179051"	4572	2944	5094	3822	3564	3850
"ENSG00000227751"	0	0	0	0	0	0
"ENSG00000266727"	0	0	0	0	0	0
"ENSG00000074964"	26	17	29	28	14	20
"ENSG00000236648"	0	0	0	0	0	0
"ENSG00000278471"	0	0	0	0	0	0
"ENSG00000117148"	0	0	0	0	0	0
"ENSG00000261781"	0	0	0	0	0	0
"ENSG00000117154"	0	0	0	0	0	0
"ENSG00000280222"	0	0	0	0	0	0
"ENSG00000230035"	0	0	0	0	0	0
"ENSG00000225387"	0	0	0	0	0	0
"ENSG00000179023"	0	0	0	0	0	0
"ENSG00000235282"	537	329	571	496	444	533
"ENSG00000225478"	0	0	0	0	0	0
"ENSG00000009709"	0	0	0	0	0	0
"ENSG00000179002"	0	0	0	0	0	0
"ENSG00000255275"	2	0	0	0	0	1
"ENSG00000159423"	651	463	701	789	692	787
"ENSG00000265606"	0	0	0	0	0	0
"ENSG00000221662"	0	0	0	1	0	0
"ENSG00000169991"	1536	1143	1775	1536	1546	1521
"ENSG00000272084"	22	12	23	8	9	15
"ENSG00000127481"	22326	14474	22822	19092	16398	17496
"ENSG00000230424"	18	15	13	13	24	20
"ENSG00000127463"	4271	2869	4758	3824	3488	3806
"ENSG00000053372"	2166	1459	2407	1581	1557	1739
"ENSG00000211454"	41	29	31	43	60	55
"ENSG00000162482"	48	27	54	43	47	48
"ENSG00000270728"	101	69	105	125	79	103
"ENSG00000053371"	959	640	1044	966	839	931
"ENSG00000200403"	10	4	2	12	6	6
"ENSG00000040487"	1189	799	1424	831	812	910
"ENSG00000077549"	5254	3626	5850	5196	4831	4855
"ENSG00000240490"	0	0	0	0	0	2
"ENSG00000201609"	0	0	0	0	0	0
"ENSG00000235185"	0	0	0	0	0	0
"ENSG00000173436"	275	189	343	229	254	263
"ENSG00000270136"	0	0	0	0	0	0
"ENSG00000226396"	21434	13275	22253	19140	17374	17891
"ENSG00000158747"	117	109	181	146	136	158
"ENSG00000158748"	0	0	4	10	12	4
"ENSG00000162542"	584	311	537	386	348	328
"ENSG00000178828"	0	0	0	0	0	0
"ENSG00000235434"	0	0	0	0	0	0
"ENSG00000169914"	1532	1087	1647	1508	1425	1483
"ENSG00000188784"	0	0	0	0	0	0
"ENSG00000242688"	0	0	0	0	0	0
"ENSG00000188257"	0	0	0	0	0	0
"ENSG00000127472"	0	0	0	0	0	0
"ENSG00000117215"	0	0	2	0	0	0
"ENSG00000158786"	0	0	0	0	0	0
"ENSG00000227066"	0	0	0	0	0	0
"ENSG00000187980"	0	0	0	0	0	0
"ENSG00000225986"	0	0	0	0	0	0
"ENSG00000162543"	0	0	0	0	0	0
"ENSG00000228105"	0	0	0	0	0	0
"ENSG00000158816"	0	0	0	0	0	0
"ENSG00000226664"	0	0	0	0	0	0
"ENSG00000236963"	0	0	0	0	0	0
"ENSG00000226487"	0	0	0	0	0	0
"ENSG00000162545"	34	30	50	43	56	54
"ENSG00000090432"	1446	919	1474	1172	982	1099
"ENSG00000215520"	0	0	0	0	0	0
"ENSG00000183114"	17	8	10	12	23	13
"ENSG00000158825"	4	7	2	3	6	6
"ENSG00000158828"	929	644	1100	918	795	779
"ENSG00000273695"	0	0	0	0	0	0
"ENSG00000117242"	201	132	217	185	166	168
"ENSG00000244038"	7584	5047	7903	6892	6793	7017
"ENSG00000117245"	383	250	443	392	344	319
"ENSG00000235432"	2	0	2	1	0	2
"ENSG00000189410"	1639	1067	1936	907	841	920
"ENSG00000233069"	2	4	1	3	0	0
"ENSG00000127483"	9353	6306	9877	9986	9241	9753
"ENSG00000203394"	0	0	0	0	0	0
"ENSG00000075151"	11180	6720	11183	9252	8140	8708
"ENSG00000251914"	0	0	0	0	1	0
"ENSG00000221808"	0	0	0	0	0	0
"ENSG00000233072"	0	0	0	0	0	0
"ENSG00000236073"	0	0	0	0	4	0
"ENSG00000235112"	1	0	6	0	0	2
"ENSG00000117298"	5147	3348	5752	5674	5016	5134
"ENSG00000236936"	0	4	0	6	2	4
"ENSG00000231105"	40	29	66	37	29	39
"ENSG00000236216"	677	384	629	508	479	482
"ENSG00000228823"	0	0	0	0	0	0
"ENSG00000236009"	0	0	0	0	0	0
"ENSG00000227001"	88	52	87	86	58	74
"ENSG00000187952"	85	63	111	64	81	75
"ENSG00000186543"	0	0	0	2	0	0
"ENSG00000142794"	477	370	631	471	496	456
"ENSG00000176378"	0	0	0	0	0	0
"ENSG00000162551"	2	0	2	0	2	2
"ENSG00000233431"	0	0	0	0	0	0
"ENSG00000221781"	0	0	0	0	0	0
"ENSG00000076864"	19	20	21	24	23	17
"ENSG00000090686"	3013	2042	3263	3121	2843	3051
"ENSG00000231978"	2	0	0	0	0	0
"ENSG00000187942"	10	4	20	11	4	17
"ENSG00000142798"	10600	7452	11500	10480	9625	9894
"ENSG00000232037"	13	0	11	8	3	0
"ENSG00000219073"	0	0	0	0	0	0
"ENSG00000273610"	0	0	0	0	0	0
"ENSG00000201919"	0	0	0	0	0	0
"ENSG00000142789"	0	0	0	0	0	0
"ENSG00000278124"	0	0	0	0	0	0
"ENSG00000201273"	0	0	0	0	0	0
"ENSG00000228397"	4	0	0	4	4	8
"ENSG00000218510"	757	505	903	905	738	726
"ENSG00000070831"	7705	5580	8464	7864	7804	7905
"ENSG00000230068"	6	6	0	2	7	2
"ENSG00000271428"	5	4	12	2	6	4
"ENSG00000271840"	14	4	7	4	3	8
"ENSG00000162552"	5	19	22	8	23	14
"ENSG00000266564"	0	0	0	0	0	0
"ENSG00000234397"	5	1	1	1	0	2
"ENSG00000279625"	0	0	0	0	0	0
"ENSG00000184677"	4655	2977	5132	3620	3248	3422
"ENSG00000237200"	42	22	31	39	25	20
"ENSG00000070886"	0	4	0	0	0	0
"ENSG00000276835"	0	0	0	0	0	0
"ENSG00000173372"	0	0	0	0	0	0
"ENSG00000159189"	0	0	0	0	0	0
"ENSG00000173369"	0	0	0	0	0	0
"ENSG00000133216"	849	602	1050	754	647	764
"ENSG00000265422"	0	0	0	0	0	0
"ENSG00000216157"	2	0	0	0	0	0
"ENSG00000225952"	0	0	3	2	0	0
"ENSG00000264014"	0	0	0	0	0	0
"ENSG00000272796"	14	2	8	8	8	1
"ENSG00000215906"	0	0	0	0	0	0
"ENSG00000279101"	3	1	2	3	2	2
"ENSG00000227868"	0	0	0	0	0	0
"ENSG00000004487"	3823	2838	4405	3756	3520	3647
"ENSG00000240553"	0	0	3	2	2	2
"ENSG00000263793"	0	0	0	0	0	0
"ENSG00000266802"	2	1	0	0	0	0
"ENSG00000169641"	6409	4281	6568	5886	5604	5568
"ENSG00000229010"	4	0	3	0	0	5
"ENSG00000206935"	0	0	0	2	0	0
"ENSG00000252578"	0	0	0	1	0	0
"ENSG00000179546"	327	291	376	369	412	394
"ENSG00000215381"	1	2	4	3	0	3
"ENSG00000261326"	504	269	481	542	413	549
"ENSG00000125944"	6747	4788	7666	6702	6555	6705
"ENSG00000125945"	1083	634	1068	1038	949	901
"ENSG00000249087"	168	117	179	280	266	252
"ENSG00000201405"	0	0	0	0	0	0
"ENSG00000271420"	0	1	2	2	0	2
"ENSG00000204219"	197	125	216	205	160	165
"ENSG00000232482"	145	97	190	102	71	147
"ENSG00000088280"	1019	777	1170	1352	1178	1199
"ENSG00000007968"	817	674	1064	900	832	854
"ENSG00000235052"	23	16	22	24	14	20
"ENSG00000117318"	3509	2294	4135	2916	2475	2791
"ENSG00000197880"	0	0	0	4	0	0
"ENSG00000229239"	0	0	0	0	0	0
"ENSG00000142676"	11930	7275	12465	8873	8649	8854
"ENSG00000203589"	10	4	8	10	13	16
"ENSG00000011007"	4297	2786	4481	3419	3085	3244
"ENSG00000236810"	32	28	26	21	26	36
"ENSG00000057757"	1315	891	1504	1204	1071	1215
"ENSG00000011009"	1543	1119	1914	1512	1240	1280
"ENSG00000117308"	670	449	696	645	643	698
"ENSG00000117305"	1087	733	1132	1146	1141	1058
"ENSG00000179163"	552	362	498	597	613	473
"ENSG00000188822"	0	0	2	2	4	0
"ENSG00000229106"	131	91	138	137	123	113
"ENSG00000232557"	0	0	0	0	0	0
"ENSG00000264926"	0	0	0	0	0	0
"ENSG00000230228"	2	1	0	0	1	0
"ENSG00000189266"	4900	3415	5441	4649	4613	4614
"ENSG00000188529"	9869	6573	10322	8910	8378	8860
"ENSG00000215905"	2	1	0	2	2	8
"ENSG00000225315"	0	1	0	0	0	1
"ENSG00000142661"	9	10	16	7	22	10
"ENSG00000230703"	0	0	0	0	0	0
"ENSG00000142677"	230	153	300	244	210	258
"ENSG00000185436"	236	151	320	220	222	220
"ENSG00000230023"	4	0	0	0	0	0
"ENSG00000221032"	0	0	0	0	0	0
"ENSG00000266511"	0	0	0	0	0	0
"ENSG00000232298"	0	0	0	0	0	0
"ENSG00000158055"	3	0	8	9	7	17
"ENSG00000001460"	667	420	690	589	476	484
"ENSG00000001461"	1914	1126	1921	1774	1519	1554
"ENSG00000276837"	0	0	0	0	0	0
"ENSG00000117602"	1550	1153	1626	1538	1518	1434
"ENSG00000264443"	0	0	0	0	0	0
"ENSG00000184454"	0	0	0	0	4	0
"ENSG00000227312"	0	0	0	0	0	0
"ENSG00000239106"	0	0	0	2	0	0
"ENSG00000133226"	5009	3392	5347	4837	4595	4484
"ENSG00000169504"	13131	7582	12965	10897	9725	9820
"ENSG00000238482"	0	0	0	0	0	0
"ENSG00000020633"	430	292	476	464	422	474
"ENSG00000278034"	0	0	0	0	0	0
"ENSG00000229162"	4	0	4	5	2	4
"ENSG00000261025"	0	0	0	0	0	0
"ENSG00000264371"	0	0	0	0	0	0
"ENSG00000233755"	0	0	0	0	0	0
"ENSG00000233419"	2	0	0	1	1	3
"ENSG00000231953"	0	0	0	0	1	0
"ENSG00000117614"	1285	692	1334	1073	872	898
"ENSG00000117616"	3674	2243	3819	4088	3838	4027
"ENSG00000272432"	16	8	11	17	7	12
"ENSG00000261349"	95	51	95	121	103	90
"ENSG00000187010"	86	51	112	77	61	64
"ENSG00000224183"	367	239	352	323	298	259
"ENSG00000259984"	20	21	14	15	19	9
"ENSG00000183726"	3613	2299	3915	3351	2986	3068
"ENSG00000188672"	18	11	21	16	21	13
"ENSG00000238084"	1141	789	1235	1060	1047	1031
"ENSG00000204178"	1309	817	1409	983	847	925
"ENSG00000157978"	622	396	696	515	493	506
"ENSG00000225643"	2	0	1	0	0	0
"ENSG00000117643"	24	26	18	21	19	25
"ENSG00000233478"	5	0	2	3	0	0
"ENSG00000162430"	3195	2231	3540	3453	3129	3055
"ENSG00000255054"	0	0	0	0	0	0
"ENSG00000228172"	13	24	27	21	19	32
"ENSG00000117640"	2265	1484	2403	2107	1955	2057
"ENSG00000272478"	0	0	0	0	0	0
"ENSG00000127423"	427	333	453	439	412	373
"ENSG00000236528"	20	8	12	12	8	7
"ENSG00000182749"	1080	749	1133	949	908	846
"ENSG00000207302"	4	0	3	0	0	0
"ENSG00000117632"	10588	7401	11656	11515	11412	11753
"ENSG00000229786"	4	5	8	6	8	12
"ENSG00000223624"	2	2	1	0	8	5
"ENSG00000264021"	0	0	0	0	0	0
"ENSG00000266763"	0	0	0	0	0	0
"ENSG00000158006"	965	608	1061	876	730	762
"ENSG00000207237"	0	0	0	2	0	0
"ENSG00000252190"	0	0	0	0	0	0
"ENSG00000252691"	0	0	0	0	0	0
"ENSG00000158008"	3	9	13	12	14	16
"ENSG00000158014"	0	4	0	0	0	0
"ENSG00000158022"	0	0	0	0	0	0
"ENSG00000265320"	0	0	0	0	0	0
"ENSG00000175087"	459	324	540	484	379	385
"ENSG00000197245"	0	0	1	2	2	0
"ENSG00000142684"	8	8	6	1	1	0
"ENSG00000236782"	1	0	0	0	1	3
"ENSG00000142675"	19	9	4	3	5	18
"ENSG00000188782"	0	2	0	0	0	0
"ENSG00000236155"	1	0	9	2	0	2
"ENSG00000278572"	4	5	6	1	6	6
"ENSG00000130695"	2473	1810	2758	2362	2218	2241
"ENSG00000270733"	2	10	4	0	10	2
"ENSG00000142669"	2807	1929	3126	3543	3202	3433
"ENSG00000158062"	524	356	609	486	421	465
"ENSG00000169442"	0	0	0	0	0	0
"ENSG00000176092"	9	12	8	0	4	1
"ENSG00000225854"	0	0	0	5	2	2
"ENSG00000176083"	0	0	1	0	0	0
"ENSG00000131914"	13	0	3	4	4	2
"ENSG00000117682"	1928	1273	2179	1584	1421	1538
"ENSG00000223583"	21	2	6	13	4	7
"ENSG00000225891"	5	3	13	22	4	14
"ENSG00000198830"	13189	9383	14368	12171	12199	12606
"ENSG00000224129"	25	6	28	18	15	11
"ENSG00000117676"	745	566	846	863	741	808
"ENSG00000238705"	0	0	0	0	0	0
"ENSG00000243905"	0	0	0	0	0	0
"ENSG00000252802"	0	0	0	0	0	0
"ENSG00000252429"	0	0	0	0	0	0
"ENSG00000229247"	0	0	0	0	0	0
"ENSG00000238316"	0	0	0	0	0	0
"ENSG00000235069"	0	0	0	0	0	0
"ENSG00000260063"	41	22	58	52	19	60
"ENSG00000117713"	9814	6938	11021	9629	8629	9131
"ENSG00000060642"	471	336	529	524	504	450
"ENSG00000241188"	0	0	0	0	0	0
"ENSG00000204160"	1903	1172	2035	1369	1167	1328
"ENSG00000175793"	7	11	8	24	26	22
"ENSG00000226698"	0	0	0	0	0	0
"ENSG00000142751"	1848	1346	2136	1691	1667	1534
"ENSG00000198746"	698	445	738	557	472	459
"ENSG00000090273"	4534	3262	5394	3996	3894	4283
"ENSG00000131910"	6	2	4	2	4	0
"ENSG00000175707"	2	0	2	2	0	2
"ENSG00000172746"	22	6	11	10	11	6
"ENSG00000224064"	0	0	0	0	0	0
"ENSG00000225294"	545	327	577	469	392	457
"ENSG00000253368"	429	308	470	314	300	331
"ENSG00000158246"	157	98	160	163	204	186
"ENSG00000280403"	4	3	10	2	9	16
"ENSG00000090020"	1691	1196	1827	1509	1309	1409
"ENSG00000229985"	0	2	8	2	0	2
"ENSG00000214973"	2262	1407	2545	1941	1662	1747
"ENSG00000225159"	11837	7398	12631	8915	8129	8582
"ENSG00000225990"	0	0	1	0	0	0
"ENSG00000224311"	0	0	0	0	0	0
"ENSG00000142784"	2302	1582	2653	2355	2265	2328
"ENSG00000252098"	1	0	0	0	0	0
"ENSG00000243659"	9	0	5	0	0	0
"ENSG00000186501"	1203	768	1321	1122	928	985
"ENSG00000206888"	1	4	10	2	1	1
"ENSG00000241547"	4346	2858	4671	3208	3196	3261
"ENSG00000142765"	78	64	73	106	109	95
"ENSG00000142733"	675	461	643	627	634	666
"ENSG00000142748"	0	0	2	2	0	0
"ENSG00000174950"	2	0	0	0	0	0
"ENSG00000231207"	0	0	1	0	0	4
"ENSG00000181773"	118	115	142	129	127	140
"ENSG00000158195"	11312	7432	11780	10264	9634	9598
"ENSG00000241169"	1	0	0	0	0	0
"ENSG00000237429"	0	0	2	0	1	0
"ENSG00000126705"	2166	1604	2541	2594	2305	2384
"ENSG00000000938"	0	0	0	5	4	0
"ENSG00000235912"	806	543	906	709	701	799
"ENSG00000233975"	0	2	0	0	0	0
"ENSG00000126709"	827	475	971	867	908	870
"ENSG00000225886"	11	10	7	14	6	0
"ENSG00000206767"	0	0	0	0	0	0
"ENSG00000226662"	0	0	0	0	0	0
"ENSG00000207095"	0	0	0	0	0	0
"ENSG00000009780"	420	275	398	383	378	391
"ENSG00000231344"	663	453	690	607	615	580
"ENSG00000230833"	4	4	16	5	3	14
"ENSG00000117758"	1933	1222	1980	1654	1561	1624
"ENSG00000269971"	4	1	2	0	4	0
"ENSG00000276889"	6	3	1	4	3	4
"ENSG00000270031"	12	2	6	8	10	6
"ENSG00000223062"	0	4	0	0	0	0
"ENSG00000117751"	1585	1145	1729	1477	1347	1388
"ENSG00000252947"	6	0	3	8	6	6
"ENSG00000278868"	0	0	0	0	0	0
"ENSG00000130775"	235	179	258	253	252	262
"ENSG00000117748"	1520	1052	1770	1360	1342	1400
"ENSG00000130768"	170	103	176	123	124	165
"ENSG00000227050"	4	0	1	1	2	2
"ENSG00000158156"	764	494	745	552	512	554
"ENSG00000158161"	1661	1228	1985	1503	1494	1509
"ENSG00000238231"	4	2	2	0	0	2
"ENSG00000240750"	13	7	11	8	3	4
"ENSG00000228589"	2860	1797	3085	2460	2337	2537
"ENSG00000228943"	0	0	0	0	0	0
"ENSG00000214812"	377	294	415	287	235	245
"ENSG00000253005"	0	0	0	0	0	0
"ENSG00000169403"	20	16	55	30	29	16
"ENSG00000126698"	2892	1904	3257	2674	2710	2742
"ENSG00000130770"	1995	1404	2329	2096	2041	2187
"ENSG00000270605"	165	93	161	175	198	200
"ENSG00000271398"	8	4	2	6	14	6
"ENSG00000130766"	5828	2483	5368	2676	1554	1820
"ENSG00000130772"	517	322	524	455	425	428
"ENSG00000204138"	4352	3145	4846	4032	3621	3854
"ENSG00000206779"	0	2	0	0	0	2
"ENSG00000229820"	371	271	370	362	307	319
"ENSG00000221216"	2	1	4	0	0	2
"ENSG00000180198"	6846	4307	7434	5280	4846	5156
"ENSG00000242125"	6287	3891	6508	4748	4160	4728
"ENSG00000274266"	0	0	0	0	0	0
"ENSG00000200087"	377	189	405	241	196	293
"ENSG00000231468"	528	292	613	490	486	524
"ENSG00000279443"	62	26	35	27	30	47
"ENSG00000180098"	787	567	825	723	726	719
"ENSG00000197989"	629	356	673	465	418	445
"ENSG00000221539"	25	18	23	15	13	15
"ENSG00000278274"	0	0	0	0	0	0
"ENSG00000273544"	0	0	0	0	0	0
"ENSG00000274582"	0	0	0	0	0	0
"ENSG00000120656"	1446	921	1496	1181	990	1024
"ENSG00000188060"	16	11	18	22	29	26
"ENSG00000229388"	14	1	21	16	15	14
"ENSG00000270103"	0	0	0	0	0	0
"ENSG00000274978"	0	0	0	0	0	0
"ENSG00000162419"	592	405	777	551	533	591
"ENSG00000252777"	4	0	0	0	2	0
"ENSG00000198492"	4855	3275	5451	4022	3657	3959
"ENSG00000116329"	0	0	0	0	0	0
"ENSG00000226852"	0	2	0	0	0	0
"ENSG00000233427"	0	0	0	0	0	0
"ENSG00000199756"	0	0	0	0	0	0
"ENSG00000159023"	1921	1335	2151	1600	1621	1674
"ENSG00000225616"	6919	4531	7109	6303	6188	6021
"ENSG00000206704"	0	0	0	0	0	0
"ENSG00000277958"	0	0	0	0	0	0
"ENSG00000253304"	708	476	713	727	694	681
"ENSG00000225750"	0	2	2	1	0	3
"ENSG00000116350"	4717	3384	5306	4807	4740	5104
"ENSG00000227637"	10	3	4	20	8	13
"ENSG00000277916"	45	21	48	39	40	33
"ENSG00000116353"	659	417	814	565	467	610
"ENSG00000237934"	10	4	0	6	9	6
"ENSG00000060656"	34	34	60	56	62	85
"ENSG00000221550"	0	0	0	0	0	0
"ENSG00000230523"	0	0	0	0	0	0
"ENSG00000266678"	0	0	0	0	0	0
"ENSG00000225011"	0	0	0	0	0	0
"ENSG00000221126"	0	0	0	0	0	0
"ENSG00000228176"	0	0	0	0	0	0
"ENSG00000222787"	0	0	0	0	0	0
"ENSG00000270927"	0	0	0	0	0	0
"ENSG00000233399"	0	0	0	0	0	0
"ENSG00000233372"	0	0	0	0	0	0
"ENSG00000231251"	0	0	0	0	0	0
"ENSG00000236335"	0	0	0	0	0	0
"ENSG00000231949"	0	0	0	0	0	0
"ENSG00000162510"	19	7	6	20	10	14
"ENSG00000186056"	11	13	16	15	14	16
"ENSG00000162511"	4	2	4	7	0	6
"ENSG00000264773"	0	0	0	0	0	0
"ENSG00000229607"	0	0	0	0	0	0
"ENSG00000223382"	6	8	6	9	5	2
"ENSG00000222784"	0	0	0	0	0	0
"ENSG00000235143"	0	0	0	0	0	0
"ENSG00000162512"	2779	1825	2963	2617	2609	2538
"ENSG00000266210"	0	0	0	0	0	0
"ENSG00000134644"	5884	3782	6204	5436	4790	4898
"ENSG00000237329"	4	0	8	4	0	0
"ENSG00000232768"	0	0	2	1	0	1
"ENSG00000215900"	92	73	103	129	164	131
"ENSG00000225142"	0	0	0	0	0	0
"ENSG00000084628"	0	0	0	2	4	2
"ENSG00000060688"	1196	856	1415	1028	983	1070
"ENSG00000229447"	228	130	225	179	155	169
"ENSG00000121766"	1192	756	1122	952	849	985
"ENSG00000229044"	0	0	2	0	3	4
"ENSG00000121769"	56	34	40	55	62	46
"ENSG00000168528"	14	10	25	14	13	18
"ENSG00000279468"	0	0	0	0	0	0
"ENSG00000215899"	0	4	2	4	2	0
"ENSG00000206981"	0	0	0	0	0	0
"ENSG00000260386"	0	0	0	0	0	0
"ENSG00000265961"	0	0	0	0	0	0
"ENSG00000223907"	0	0	0	0	0	0
"ENSG00000260636"	0	0	0	0	0	0
"ENSG00000229167"	4	0	0	0	2	2
"ENSG00000142910"	0	0	2	0	2	0
"ENSG00000121764"	8	6	11	13	5	1
"ENSG00000162517"	2608	1734	2737	2344	2179	2306
"ENSG00000235790"	6	3	3	4	4	1
"ENSG00000264078"	0	0	2	0	0	0
"ENSG00000084636"	19	16	31	19	14	29
"ENSG00000121753"	113	106	134	174	211	221
"ENSG00000266580"	0	1	0	0	0	0
"ENSG00000254545"	0	0	0	0	0	0
"ENSG00000134668"	28	15	29	14	9	9
"ENSG00000203620"	0	0	0	0	0	0
"ENSG00000269967"	10	4	3	8	8	5
"ENSG00000184007"	13583	9488	14666	13152	12265	12387
"ENSG00000228634"	18	8	14	14	8	7
"ENSG00000121774"	12269	8021	13571	12430	11945	12154
"ENSG00000203325"	1	4	5	2	14	2
"ENSG00000121775"	721	428	774	639	663	627
"ENSG00000266203"	0	0	0	0	0	0
"ENSG00000276493"	0	0	0	0	0	0
"ENSG00000025800"	7033	4619	7757	6301	6019	5965
"ENSG00000250135"	0	0	0	0	0	0
"ENSG00000084652"	7180	4759	7682	5963	5450	5897
"ENSG00000160050"	223	142	258	175	197	216
"ENSG00000224066"	20	18	13	18	23	11
"ENSG00000160051"	298	208	349	286	282	316
"ENSG00000222046"	80	23	73	70	49	70
"ENSG00000160055"	339	189	296	234	210	264
"ENSG00000084623"	4181	2911	4587	3628	3357	3518
"ENSG00000220785"	258	150	207	292	229	289
"ENSG00000183615"	9	14	35	41	35	36
"ENSG00000182866"	0	0	2	0	0	0
"ENSG00000277617"	0	0	0	0	0	0
"ENSG00000252450"	0	0	0	0	0	0
"ENSG00000116478"	4964	3387	5351	5224	4848	4994
"ENSG00000175130"	1842	1596	2349	2591	2623	2635
"ENSG00000233775"	2	4	0	2	8	4
"ENSG00000162526"	53	39	39	49	39	31
"ENSG00000225828"	300	228	388	351	277	295
"ENSG00000160058"	4032	2465	4090	3416	2976	3120
"ENSG00000224333"	0	0	2	1	2	2
"ENSG00000270850"	32	17	38	39	27	36
"ENSG00000229259"	0	0	0	0	0	0
"ENSG00000263529"	0	0	0	0	0	0
"ENSG00000254553"	0	0	0	2	0	0
"ENSG00000273274"	70	36	66	76	77	88
"ENSG00000160062"	255	192	233	264	205	253
"ENSG00000176261"	551	389	514	492	428	447
"ENSG00000200591"	0	5	2	7	7	0
"ENSG00000162521"	4257	2943	4786	4174	3918	4003
"ENSG00000162520"	101	91	122	137	129	89
"ENSG00000224409"	4	4	4	2	1	6
"ENSG00000162522"	1926	1414	2159	1894	1771	1929
"ENSG00000134684"	12378	6706	12484	7609	5747	6711
"ENSG00000116497"	2308	1526	2321	2254	2127	2204
"ENSG00000160097"	10	17	22	23	23	22
"ENSG00000121905"	34	23	46	27	51	48
"ENSG00000121900"	646	514	759	695	664	691
"ENSG00000116514"	1430	1159	1579	1345	1281	1262
"ENSG00000278966"	8	4	2	2	0	3
"ENSG00000217644"	7	4	6	10	4	0
"ENSG00000239670"	8	3	2	2	0	2
"ENSG00000236065"	8	0	6	6	2	0
"ENSG00000004455"	5597	3895	6360	5419	5727	5813
"ENSG00000276645"	3	0	2	2	4	0
"ENSG00000142920"	328	200	374	359	300	350
"ENSG00000278997"	65	45	93	82	94	59
"ENSG00000116525"	642	522	676	790	634	730
"ENSG00000279179"	53	26	46	69	57	59
"ENSG00000160094"	195	109	214	235	202	206
"ENSG00000270115"	0	6	0	0	0	4
"ENSG00000184389"	2	0	0	4	4	4
"ENSG00000225313"	87	52	120	165	140	198
"ENSG00000134686"	10827	7388	11867	14421	12550	13410
"ENSG00000266239"	30	16	44	35	40	30
"ENSG00000222112"	40	53	71	79	78	78
"ENSG00000233246"	26	30	27	39	43	42
"ENSG00000221225"	0	0	0	0	0	0
"ENSG00000234512"	0	0	0	0	0	2
"ENSG00000121903"	457	376	526	480	383	438
"ENSG00000235907"	256	155	254	170	178	206
"ENSG00000121904"	0	0	0	0	0	0
"ENSG00000227000"	0	0	0	0	0	0
"ENSG00000176256"	0	0	0	0	0	0
"ENSG00000231163"	0	0	0	0	0	0
"ENSG00000201148"	0	0	0	0	0	0
"ENSG00000142698"	0	0	0	0	0	0
"ENSG00000221053"	0	0	0	0	0	0
"ENSG00000270241"	0	0	0	0	0	0
"ENSG00000207941"	0	0	0	0	0	0
"ENSG00000163866"	1368	1056	1604	1173	1048	1105
"ENSG00000189280"	4	3	5	4	2	6
"ENSG00000189433"	8	0	0	0	3	2
"ENSG00000255811"	0	0	0	0	0	2
"ENSG00000216162"	0	0	0	0	0	0
"ENSG00000188910"	2	2	4	0	0	2
"ENSG00000187513"	0	2	1	2	0	0
"ENSG00000230163"	49	47	66	66	52	63
"ENSG00000116544"	41	26	46	29	27	32
"ENSG00000241014"	138	81	163	162	126	115
"ENSG00000271741"	0	1	0	1	0	0
"ENSG00000243749"	1	1	2	0	0	0
"ENSG00000163867"	827	437	837	694	627	689
"ENSG00000233940"	0	0	0	0	0	0
"ENSG00000197056"	1806	1192	1940	1595	1634	1760
"ENSG00000228348"	259	186	269	231	253	196
"ENSG00000116560"	18969	13549	21429	18599	16883	17530
"ENSG00000201868"	0	0	0	0	0	0
"ENSG00000146463"	4600	3107	4905	3757	3273	3532
"ENSG00000240374"	0	0	0	0	0	0
"ENSG00000201542"	0	0	0	0	0	2
"ENSG00000229994"	3985	2304	4342	2940	2779	2985
"ENSG00000227409"	4	1	2	3	0	2
"ENSG00000278702"	0	0	0	0	0	0
"ENSG00000142687"	4087	2668	4311	4058	3391	3752
"ENSG00000236274"	2	0	0	0	0	2
"ENSG00000020129"	2888	1739	3094	2265	1866	2206
"ENSG00000239636"	13	20	28	17	23	17
"ENSG00000116819"	76	57	84	70	55	80
"ENSG00000126067"	9177	6019	10203	7598	7140	7393
"ENSG00000142686"	2600	1734	2942	2304	2012	2197
"ENSG00000092853"	2094	1576	2404	1872	1913	1835
"ENSG00000232335"	4	0	1	2	1	0
"ENSG00000134698"	1868	1192	1833	1581	1465	1518
"ENSG00000092847"	4953	3258	5163	3953	3729	3629
"ENSG00000271164"	3	4	3	16	7	8
"ENSG00000266671"	1	3	1	2	8	3
"ENSG00000280133"	0	0	0	0	0	0
"ENSG00000271914"	42	27	41	48	44	55
"ENSG00000126070"	3309	2259	3769	3099	2730	2857
"ENSG00000271554"	6	1	10	6	6	1
