"DMSO_1"	"DMSO_2"	"DMSO_3"	"NCEG2_1"	"NCEG2_2"	"NCEG2_3"
"ENSG00000230239"	0	0	0	0	0	0
"ENSG00000263811"	0	0	0	0	0	0
"ENSG00000228549"	330	250	318	207	280	235
"ENSG00000277234"	0	0	0	0	0	0
"ENSG00000238142"	209	183	167	135	234	143
"ENSG00000235241"	30	22	26	15	36	23
"ENSG00000207005"	12	308	254	27	212	170
"ENSG00000272426"	1	6	10	7	7	18
"ENSG00000117122"	620	578	588	501	534	616
"ENSG00000226526"	3	0	5	3	4	15
"ENSG00000159363"	1329	1154	1186	1054	1242	1295
"ENSG00000117118"	1517	1411	1471	1430	1820	1675
"ENSG00000117115"	10	4	2	5	8	6
"ENSG00000204362"	4	16	0	8	20	4
"ENSG00000142623"	0	0	2	2	0	3
"ENSG00000142619"	13	3	5	10	21	13
"ENSG00000266634"	0	0	0	0	0	0
"ENSG00000159339"	0	2	0	0	2	0
"ENSG00000280226"	0	0	0	0	0	2
"ENSG00000276747"	0	0	0	0	0	0
"ENSG00000179051"	3822	3564	3850	3659	4643	4121
"ENSG00000227751"	0	0	0	0	0	0
"ENSG00000266727"	0	0	0	0	0	0
"ENSG00000074964"	28	14	20	24	24	24
"ENSG00000236648"	0	0	0	0	0	0
"ENSG00000278471"	0	0	0	0	0	0
"ENSG00000117148"	0	0	0	0	0	0
"ENSG00000261781"	0	0	0	0	0	0
"ENSG00000117154"	0	0	0	0	0	0
"ENSG00000280222"	0	0	0	0	0	0
"ENSG00000230035"	0	0	0	0	0	0
"ENSG00000225387"	0	0	0	0	0	0
"ENSG00000179023"	0	0	0	0	0	0
"ENSG00000235282"	496	444	533	437	462	378
"ENSG00000225478"	0	0	0	0	0	0
"ENSG00000009709"	0	0	0	0	0	0
"ENSG00000179002"	0	0	0	0	0	0
"ENSG00000255275"	0	0	1	0	0	0
"ENSG00000159423"	789	692	787	612	807	640
"ENSG00000265606"	0	0	0	0	0	0
"ENSG00000221662"	1	0	0	0	0	0
"ENSG00000169991"	1536	1546	1521	1413	1904	1853
"ENSG00000272084"	8	9	15	12	8	10
"ENSG00000127481"	19092	16398	17496	14715	18150	16673
"ENSG00000230424"	13	24	20	10	19	7
"ENSG00000127463"	3824	3488	3806	2978	3706	3467
"ENSG00000053372"	1581	1557	1739	1654	2266	2076
"ENSG00000211454"	43	60	55	28	29	41
"ENSG00000162482"	43	47	48	48	30	62
"ENSG00000270728"	125	79	103	71	123	72
"ENSG00000053371"	966	839	931	739	832	770
"ENSG00000200403"	12	6	6	0	4	4
"ENSG00000040487"	831	812	910	600	753	795
"ENSG00000077549"	5196	4831	4855	4409	5532	5071
"ENSG00000240490"	0	0	2	0	0	0
"ENSG00000201609"	0	0	0	0	0	0
"ENSG00000235185"	0	0	0	0	0	0
"ENSG00000173436"	229	254	263	188	308	226
"ENSG00000270136"	0	0	0	0	0	0
"ENSG00000226396"	19140	17374	17891	15721	19757	16899
"ENSG00000158747"	146	136	158	150	164	190
"ENSG00000158748"	10	12	4	4	2	4
"ENSG00000162542"	386	348	328	292	355	338
"ENSG00000178828"	0	0	0	0	0	0
"ENSG00000235434"	0	0	0	0	0	0
"ENSG00000169914"	1508	1425	1483	1391	1769	1752
"ENSG00000188784"	0	0	0	0	0	0
"ENSG00000242688"	0	0	0	0	0	0
"ENSG00000188257"	0	0	0	0	0	0
"ENSG00000127472"	0	0	0	0	0	0
"ENSG00000117215"	0	0	0	0	0	0
"ENSG00000158786"	0	0	0	0	0	0
"ENSG00000227066"	0	0	0	0	0	0
"ENSG00000187980"	0	0	0	0	0	0
"ENSG00000225986"	0	0	0	0	0	0
"ENSG00000162543"	0	0	0	0	0	0
"ENSG00000228105"	0	0	0	0	0	0
"ENSG00000158816"	0	0	0	0	0	0
"ENSG00000226664"	0	0	0	0	0	0
"ENSG00000236963"	0	0	0	0	0	0
"ENSG00000226487"	0	0	0	0	0	0
"ENSG00000162545"	43	56	54	28	30	32
"ENSG00000090432"	1172	982	1099	910	1118	1098
"ENSG00000215520"	0	0	0	0	0	0
"ENSG00000183114"	12	23	13	22	30	13
"ENSG00000158825"	3	6	6	6	4	6
"ENSG00000158828"	918	795	779	598	741	674
"ENSG00000273695"	0	0	0	0	0	0
"ENSG00000117242"	185	166	168	136	137	181
"ENSG00000244038"	6892	6793	7017	5485	6921	6239
"ENSG00000117245"	392	344	319	347	378	331
"ENSG00000235432"	1	0	2	2	2	0
"ENSG00000189410"	907	841	920	1134	1421	1477
"ENSG00000233069"	3	0	0	0	2	0
"ENSG00000127483"	9986	9241	9753	7385	9264	8525
"ENSG00000203394"	0	0	0	0	0	0
"ENSG00000075151"	9252	8140	8708	6057	7389	6855
"ENSG00000251914"	0	1	0	0	0	0
"ENSG00000221808"	0	0	0	2	0	0
"ENSG00000233072"	0	0	0	0	0	0
"ENSG00000236073"	0	4	0	2	0	0
"ENSG00000235112"	0	0	2	3	2	0
"ENSG00000117298"	5674	5016	5134	4093	4899	4490
"ENSG00000236936"	6	2	4	0	0	0
"ENSG00000231105"	37	29	39	48	24	39
"ENSG00000236216"	508	479	482	364	409	444
"ENSG00000228823"	0	0	0	0	0	0
"ENSG00000236009"	0	0	0	0	0	0
"ENSG00000227001"	86	58	74	54	80	48
"ENSG00000187952"	64	81	75	70	99	83
"ENSG00000186543"	2	0	0	0	0	2
"ENSG00000142794"	471	496	456	417	484	427
"ENSG00000176378"	0	0	0	0	0	0
"ENSG00000162551"	0	2	2	4	4	0
"ENSG00000233431"	0	0	0	0	0	0
"ENSG00000221781"	0	0	0	0	0	0
"ENSG00000076864"	24	23	17	42	14	32
"ENSG00000090686"	3121	2843	3051	2506	3117	2955
"ENSG00000231978"	0	0	0	3	0	0
"ENSG00000187942"	11	4	17	19	24	14
"ENSG00000142798"	10480	9625	9894	9962	12019	11185
"ENSG00000232037"	8	3	0	0	0	1
"ENSG00000219073"	0	0	0	0	0	0
"ENSG00000273610"	0	0	0	0	0	0
"ENSG00000201919"	0	0	0	0	0	0
"ENSG00000142789"	0	0	0	0	0	0
"ENSG00000278124"	0	0	0	0	0	0
"ENSG00000201273"	0	0	0	0	0	0
"ENSG00000228397"	4	4	8	2	5	1
"ENSG00000218510"	905	738	726	643	845	707
"ENSG00000070831"	7864	7804	7905	7389	9476	8463
"ENSG00000230068"	2	7	2	4	4	12
"ENSG00000271428"	2	6	4	7	6	6
"ENSG00000271840"	4	3	8	6	5	6
"ENSG00000162552"	8	23	14	31	11	15
"ENSG00000266564"	0	0	0	0	0	0
"ENSG00000234397"	1	0	2	1	1	0
"ENSG00000279625"	0	0	0	0	0	0
"ENSG00000184677"	3620	3248	3422	2664	3365	3243
"ENSG00000237200"	39	25	20	20	33	28
"ENSG00000070886"	0	0	0	1	2	0
"ENSG00000276835"	0	0	0	0	0	0
"ENSG00000173372"	0	0	0	0	0	0
"ENSG00000159189"	0	0	0	0	0	0
"ENSG00000173369"	0	0	0	0	0	0
"ENSG00000133216"	754	647	764	637	799	747
"ENSG00000265422"	0	0	0	0	0	0
"ENSG00000216157"	0	0	0	0	0	0
"ENSG00000225952"	2	0	0	2	0	2
"ENSG00000264014"	0	0	0	0	0	0
"ENSG00000272796"	8	8	1	4	4	2
"ENSG00000215906"	0	0	0	0	0	0
"ENSG00000279101"	3	2	2	1	7	3
"ENSG00000227868"	0	0	0	0	0	0
"ENSG00000004487"	3756	3520	3647	3628	4390	3965
"ENSG00000240553"	2	2	2	5	2	2
"ENSG00000263793"	0	0	0	0	2	0
"ENSG00000266802"	0	0	0	0	0	0
"ENSG00000169641"	5886	5604	5568	4648	5644	5409
"ENSG00000229010"	0	0	5	0	7	0
"ENSG00000206935"	2	0	0	0	0	0
"ENSG00000252578"	1	0	0	4	0	0
"ENSG00000179546"	369	412	394	470	561	502
"ENSG00000215381"	3	0	3	4	2	1
"ENSG00000261326"	542	413	549	461	488	519
"ENSG00000125944"	6702	6555	6705	5759	7070	6108
"ENSG00000125945"	1038	949	901	674	831	820
"ENSG00000249087"	280	266	252	243	233	227
"ENSG00000201405"	0	0	0	0	0	0
"ENSG00000271420"	2	0	2	10	0	0
"ENSG00000204219"	205	160	165	151	246	173
"ENSG00000232482"	102	71	147	95	166	122
"ENSG00000088280"	1352	1178	1199	933	1145	1132
"ENSG00000007968"	900	832	854	1184	1354	1273
"ENSG00000235052"	24	14	20	13	17	19
"ENSG00000117318"	2916	2475	2791	1573	1852	1796
"ENSG00000197880"	4	0	0	0	0	0
"ENSG00000229239"	0	0	0	0	0	0
"ENSG00000142676"	8873	8649	8854	8511	10133	8681
"ENSG00000203589"	10	13	16	14	22	12
"ENSG00000011007"	3419	3085	3244	2562	3046	2773
"ENSG00000236810"	21	26	36	30	50	25
"ENSG00000057757"	1204	1071	1215	929	1153	1049
"ENSG00000011009"	1512	1240	1280	1158	1306	1211
"ENSG00000117308"	645	643	698	633	766	611
"ENSG00000117305"	1146	1141	1058	1056	1123	1135
"ENSG00000179163"	597	613	473	354	425	397
"ENSG00000188822"	2	4	0	2	2	2
"ENSG00000229106"	137	123	113	96	103	113
"ENSG00000232557"	0	0	0	0	0	0
"ENSG00000264926"	0	0	0	0	0	0
"ENSG00000230228"	0	1	0	1	0	0
"ENSG00000189266"	4649	4613	4614	3572	4862	4189
"ENSG00000188529"	8910	8378	8860	7243	9171	8728
"ENSG00000215905"	2	2	8	4	2	4
"ENSG00000225315"	0	0	1	0	2	0
"ENSG00000142661"	7	22	10	10	25	18
"ENSG00000230703"	0	0	0	0	0	0
"ENSG00000142677"	244	210	258	167	244	259
"ENSG00000185436"	220	222	220	183	211	190
"ENSG00000230023"	0	0	0	3	6	7
"ENSG00000221032"	0	0	0	0	0	0
"ENSG00000266511"	0	0	0	0	0	0
"ENSG00000232298"	0	0	0	0	0	0
"ENSG00000158055"	9	7	17	13	39	18
"ENSG00000001460"	589	476	484	483	562	483
"ENSG00000001461"	1774	1519	1554	1034	1181	1018
"ENSG00000276837"	0	0	0	0	0	0
"ENSG00000117602"	1538	1518	1434	1284	1546	1483
"ENSG00000264443"	0	0	0	0	0	0
"ENSG00000184454"	0	4	0	0	0	0
"ENSG00000227312"	0	0	0	0	0	0
"ENSG00000239106"	2	0	0	0	0	0
"ENSG00000133226"	4837	4595	4484	4230	4854	4609
"ENSG00000169504"	10897	9725	9820	8178	10264	8908
"ENSG00000238482"	0	0	0	0	0	1
"ENSG00000020633"	464	422	474	376	519	404
"ENSG00000278034"	0	0	0	0	0	0
"ENSG00000229162"	5	2	4	5	0	0
"ENSG00000261025"	0	0	0	0	0	0
"ENSG00000264371"	0	0	0	0	0	0
"ENSG00000233755"	0	0	0	0	0	0
"ENSG00000233419"	1	1	3	0	3	0
"ENSG00000231953"	0	1	0	0	0	0
"ENSG00000117614"	1073	872	898	674	868	798
"ENSG00000117616"	4088	3838	4027	2574	2959	2993
"ENSG00000272432"	17	7	12	7	24	18
"ENSG00000261349"	121	103	90	90	107	139
"ENSG00000187010"	77	61	64	54	62	70
"ENSG00000224183"	323	298	259	227	314	328
"ENSG00000259984"	15	19	9	22	10	23
"ENSG00000183726"	3351	2986	3068	2445	2888	2657
"ENSG00000188672"	16	21	13	18	19	16
"ENSG00000238084"	1060	1047	1031	910	1146	1017
"ENSG00000204178"	983	847	925	648	737	686
"ENSG00000157978"	515	493	506	411	479	451
"ENSG00000225643"	0	0	0	1	0	2
"ENSG00000117643"	21	19	25	20	10	17
"ENSG00000233478"	3	0	0	2	2	2
"ENSG00000162430"	3453	3129	3055	2862	3458	3389
"ENSG00000255054"	0	0	0	0	0	0
"ENSG00000228172"	21	19	32	11	12	20
"ENSG00000117640"	2107	1955	2057	1586	1884	1858
"ENSG00000272478"	0	0	0	0	0	0
"ENSG00000127423"	439	412	373	428	563	527
"ENSG00000236528"	12	8	7	6	11	18
"ENSG00000182749"	949	908	846	802	1014	925
"ENSG00000207302"	0	0	0	0	0	0
"ENSG00000117632"	11515	11412	11753	10735	13948	12264
"ENSG00000229786"	6	8	12	4	6	4
"ENSG00000223624"	0	8	5	3	2	2
"ENSG00000264021"	0	0	0	0	0	0
"ENSG00000266763"	0	0	0	0	0	0
"ENSG00000158006"	876	730	762	611	795	689
"ENSG00000207237"	2	0	0	0	0	2
"ENSG00000252190"	0	0	0	0	0	0
"ENSG00000252691"	0	0	0	0	0	0
"ENSG00000158008"	12	14	16	5	18	10
"ENSG00000158014"	0	0	0	0	0	0
"ENSG00000158022"	0	0	0	0	0	0
"ENSG00000265320"	0	0	0	0	0	0
"ENSG00000175087"	484	379	385	324	407	313
"ENSG00000197245"	2	2	0	0	0	0
"ENSG00000142684"	1	1	0	4	3	0
"ENSG00000236782"	0	1	3	2	1	2
"ENSG00000142675"	3	5	18	0	0	4
"ENSG00000188782"	0	0	0	0	0	0
"ENSG00000236155"	2	0	2	4	0	4
"ENSG00000278572"	1	6	6	6	2	8
"ENSG00000130695"	2362	2218	2241	1836	2209	2264
"ENSG00000270733"	0	10	2	6	2	2
"ENSG00000142669"	3543	3202	3433	2812	3555	3270
"ENSG00000158062"	486	421	465	384	439	429
"ENSG00000169442"	0	0	0	2	0	0
"ENSG00000176092"	0	4	1	0	1	3
"ENSG00000225854"	5	2	2	0	0	0
"ENSG00000176083"	0	0	0	0	0	0
"ENSG00000131914"	4	4	2	6	6	4
"ENSG00000117682"	1584	1421	1538	1338	1653	1487
"ENSG00000223583"	13	4	7	4	2	8
"ENSG00000225891"	22	4	14	15	19	7
"ENSG00000198830"	12171	12199	12606	10353	13072	11725
"ENSG00000224129"	18	15	11	16	20	11
"ENSG00000117676"	863	741	808	683	771	845
"ENSG00000238705"	0	0	0	0	0	0
"ENSG00000243905"	0	0	0	0	0	0
"ENSG00000252802"	0	0	0	0	0	0
"ENSG00000252429"	0	0	0	0	0	0
"ENSG00000229247"	0	0	0	0	0	0
"ENSG00000238316"	0	0	0	0	0	0
"ENSG00000235069"	0	0	0	0	0	0
"ENSG00000260063"	52	19	60	12	42	27
"ENSG00000117713"	9629	8629	9131	7746	9275	9034
"ENSG00000060642"	524	504	450	395	474	434
"ENSG00000241188"	0	0	0	0	0	0
"ENSG00000204160"	1369	1167	1328	1012	1259	1193
"ENSG00000175793"	24	26	22	15	28	30
"ENSG00000226698"	0	0	0	0	0	0
"ENSG00000142751"	1691	1667	1534	1473	1706	1610
"ENSG00000198746"	557	472	459	364	439	430
"ENSG00000090273"	3996	3894	4283	4176	4941	4621
"ENSG00000131910"	2	4	0	0	4	0
"ENSG00000175707"	2	0	2	0	0	2
"ENSG00000172746"	10	11	6	9	8	7
"ENSG00000224064"	0	0	0	0	0	0
"ENSG00000225294"	469	392	457	406	444	428
"ENSG00000253368"	314	300	331	332	393	332
"ENSG00000158246"	163	204	186	183	255	217
"ENSG00000280403"	2	9	16	0	6	6
"ENSG00000090020"	1509	1309	1409	976	1357	1279
"ENSG00000229985"	2	0	2	6	4	0
"ENSG00000214973"	1941	1662	1747	1568	2006	1757
"ENSG00000225159"	8915	8129	8582	9342	12353	10618
"ENSG00000225990"	0	0	0	0	0	0
"ENSG00000224311"	0	0	0	0	0	0
"ENSG00000142784"	2355	2265	2328	1865	2336	2298
"ENSG00000252098"	0	0	0	0	1	0
"ENSG00000243659"	0	0	0	2	4	0
"ENSG00000186501"	1122	928	985	866	1047	973
"ENSG00000206888"	2	1	1	2	0	1
"ENSG00000241547"	3208	3196	3261	3072	3695	3957
"ENSG00000142765"	106	109	95	99	136	128
"ENSG00000142733"	627	634	666	562	715	725
"ENSG00000142748"	2	0	0	0	0	0
"ENSG00000174950"	0	0	0	0	0	0
"ENSG00000231207"	0	0	4	0	0	0
"ENSG00000181773"	129	127	140	131	189	151
"ENSG00000158195"	10264	9634	9598	8752	10901	10044
"ENSG00000241169"	0	0	0	0	0	0
"ENSG00000237429"	0	1	0	0	0	0
"ENSG00000126705"	2594	2305	2384	2084	2543	2628
"ENSG00000000938"	5	4	0	3	4	0
"ENSG00000235912"	709	701	799	789	852	826
"ENSG00000233975"	0	0	0	0	2	0
"ENSG00000126709"	867	908	870	578	672	652
"ENSG00000225886"	14	6	0	7	10	3
"ENSG00000206767"	0	0	0	0	0	0
"ENSG00000226662"	0	0	0	0	0	0
"ENSG00000207095"	0	0	0	0	0	0
"ENSG00000009780"	383	378	391	401	422	442
"ENSG00000231344"	607	615	580	565	799	608
"ENSG00000230833"	5	3	14	10	4	10
"ENSG00000117758"	1654	1561	1624	1206	1424	1441
"ENSG00000269971"	0	4	0	0	3	2
"ENSG00000276889"	4	3	4	0	0	0
"ENSG00000270031"	8	10	6	7	6	4
"ENSG00000223062"	0	0	0	0	0	0
"ENSG00000117751"	1477	1347	1388	1126	1511	1264
"ENSG00000252947"	8	6	6	0	2	5
"ENSG00000278868"	0	0	0	0	0	0
"ENSG00000130775"	253	252	262	224	299	208
"ENSG00000117748"	1360	1342	1400	1238	1396	1432
"ENSG00000130768"	123	124	165	91	105	111
"ENSG00000227050"	1	2	2	0	0	5
"ENSG00000158156"	552	512	554	409	448	481
"ENSG00000158161"	1503	1494	1509	1323	1617	1505
"ENSG00000238231"	0	0	2	0	4	4
"ENSG00000240750"	8	3	4	8	6	6
"ENSG00000228589"	2460	2337	2537	1921	2602	2231
"ENSG00000228943"	0	0	0	0	0	0
"ENSG00000214812"	287	235	245	206	330	265
"ENSG00000253005"	0	0	0	0	0	0
"ENSG00000169403"	30	29	16	9	29	7
"ENSG00000126698"	2674	2710	2742	2446	3239	2795
"ENSG00000130770"	2096	2041	2187	1818	2267	2026
"ENSG00000270605"	175	198	200	103	190	154
"ENSG00000271398"	6	14	6	2	2	2
"ENSG00000130766"	2676	1554	1820	1174	1473	964
"ENSG00000130772"	455	425	428	379	561	444
"ENSG00000204138"	4032	3621	3854	3338	4057	3880
"ENSG00000206779"	0	0	2	1	2	0
"ENSG00000229820"	362	307	319	275	419	347
"ENSG00000221216"	0	0	2	1	0	8
"ENSG00000180198"	5280	4846	5156	4763	5924	5492
"ENSG00000242125"	4748	4160	4728	4251	5765	5494
"ENSG00000274266"	0	0	0	0	0	0
"ENSG00000200087"	241	196	293	130	240	231
"ENSG00000231468"	490	486	524	482	610	548
"ENSG00000279443"	27	30	47	16	23	22
"ENSG00000180098"	723	726	719	720	811	649
"ENSG00000197989"	465	418	445	345	439	496
"ENSG00000221539"	15	13	15	13	30	11
"ENSG00000278274"	0	0	0	0	0	0
"ENSG00000273544"	0	0	0	0	0	0
"ENSG00000274582"	0	0	0	0	0	0
"ENSG00000120656"	1181	990	1024	842	1065	811
"ENSG00000188060"	22	29	26	10	15	32
"ENSG00000229388"	16	15	14	4	13	10
"ENSG00000270103"	0	0	0	0	0	0
"ENSG00000274978"	0	0	0	0	0	0
"ENSG00000162419"	551	533	591	546	680	664
"ENSG00000252777"	0	2	0	0	0	0
"ENSG00000198492"	4022	3657	3959	3114	3921	3930
"ENSG00000116329"	0	0	0	0	0	4
"ENSG00000226852"	0	0	0	0	0	4
"ENSG00000233427"	0	0	0	0	0	4
"ENSG00000199756"	0	0	0	0	0	0
"ENSG00000159023"	1600	1621	1674	1461	1752	1792
"ENSG00000225616"	6303	6188	6021	5297	6793	5729
"ENSG00000206704"	0	0	0	0	0	0
"ENSG00000277958"	0	0	0	0	0	0
"ENSG00000253304"	727	694	681	489	688	626
"ENSG00000225750"	1	0	3	0	3	2
"ENSG00000116350"	4807	4740	5104	4036	4965	4835
"ENSG00000227637"	20	8	13	3	5	6
"ENSG00000277916"	39	40	33	30	43	31
"ENSG00000116353"	565	467	610	464	572	558
"ENSG00000237934"	6	9	6	10	9	5
"ENSG00000060656"	56	62	85	57	77	59
"ENSG00000221550"	0	0	0	0	0	0
"ENSG00000230523"	0	0	0	0	0	0
"ENSG00000266678"	0	0	0	0	0	0
"ENSG00000225011"	0	0	0	0	0	0
"ENSG00000221126"	0	0	0	0	0	0
"ENSG00000228176"	0	0	0	0	0	0
"ENSG00000222787"	0	0	0	0	0	0
"ENSG00000270927"	0	0	0	0	0	0
"ENSG00000233399"	0	0	0	0	0	0
"ENSG00000233372"	0	0	0	0	0	0
"ENSG00000231251"	0	0	0	0	0	0
"ENSG00000236335"	0	0	0	0	0	0
"ENSG00000231949"	0	0	0	0	0	0
"ENSG00000162510"	20	10	14	10	4	16
"ENSG00000186056"	15	14	16	16	15	25
"ENSG00000162511"	7	0	6	8	12	5
"ENSG00000264773"	0	0	0	0	0	0
"ENSG00000229607"	0	0	0	0	0	0
"ENSG00000223382"	9	5	2	2	6	4
"ENSG00000222784"	0	0	0	0	0	0
"ENSG00000235143"	0	0	0	0	0	0
"ENSG00000162512"	2617	2609	2538	1806	2341	2021
"ENSG00000266210"	0	0	0	0	0	0
"ENSG00000134644"	5436	4790	4898	3954	4957	4470
"ENSG00000237329"	4	0	0	2	4	0
"ENSG00000232768"	1	0	1	2	0	0
"ENSG00000215900"	129	164	131	113	134	143
"ENSG00000225142"	0	0	0	0	0	0
"ENSG00000084628"	2	4	2	0	8	4
"ENSG00000060688"	1028	983	1070	919	1155	1150
"ENSG00000229447"	179	155	169	154	217	156
"ENSG00000121766"	952	849	985	890	1046	994
"ENSG00000229044"	0	3	4	1	2	2
"ENSG00000121769"	55	62	46	27	59	43
"ENSG00000168528"	14	13	18	3	19	3
"ENSG00000279468"	0	0	0	0	0	2
"ENSG00000215899"	4	2	0	2	0	2
"ENSG00000206981"	0	0	0	0	0	0
"ENSG00000260386"	0	0	0	0	0	0
"ENSG00000265961"	0	0	0	0	0	0
"ENSG00000223907"	0	0	0	0	0	0
"ENSG00000260636"	0	0	0	0	0	0
"ENSG00000229167"	0	2	2	0	0	0
"ENSG00000142910"	0	2	0	3	0	0
"ENSG00000121764"	13	5	1	4	0	0
"ENSG00000162517"	2344	2179	2306	2048	2385	2196
"ENSG00000235790"	4	4	1	12	7	10
"ENSG00000264078"	0	0	0	1	0	0
"ENSG00000084636"	19	14	29	15	22	20
"ENSG00000121753"	174	211	221	149	169	149
"ENSG00000266580"	0	0	0	0	0	0
"ENSG00000254545"	0	0	0	0	0	0
"ENSG00000134668"	14	9	9	6	10	16
"ENSG00000203620"	0	0	0	0	0	0
"ENSG00000269967"	8	8	5	16	16	6
"ENSG00000184007"	13152	12265	12387	11002	13449	12506
"ENSG00000228634"	14	8	7	13	20	11
"ENSG00000121774"	12430	11945	12154	11677	14242	13041
"ENSG00000203325"	2	14	2	3	4	12
"ENSG00000121775"	639	663	627	584	695	656
"ENSG00000266203"	0	0	0	0	0	0
"ENSG00000276493"	0	0	0	0	0	0
"ENSG00000025800"	6301	6019	5965	4731	5957	5578
"ENSG00000250135"	0	0	0	0	0	0
"ENSG00000084652"	5963	5450	5897	4424	5555	5101
"ENSG00000160050"	175	197	216	143	165	159
"ENSG00000224066"	18	23	11	18	17	7
"ENSG00000160051"	286	282	316	227	254	310
"ENSG00000222046"	70	49	70	48	37	35
"ENSG00000160055"	234	210	264	197	269	229
"ENSG00000084623"	3628	3357	3518	3473	4334	3897
"ENSG00000220785"	292	229	289	181	172	213
"ENSG00000183615"	41	35	36	29	36	24
"ENSG00000182866"	0	0	0	0	0	0
"ENSG00000277617"	0	0	0	0	0	1
"ENSG00000252450"	0	0	0	0	0	0
"ENSG00000116478"	5224	4848	4994	4202	4933	4548
"ENSG00000175130"	2591	2623	2635	3101	4000	3606
"ENSG00000233775"	2	8	4	6	5	0
"ENSG00000162526"	49	39	31	30	39	43
"ENSG00000225828"	351	277	295	238	283	276
"ENSG00000160058"	3416	2976	3120	2129	2650	2340
"ENSG00000224333"	1	2	2	1	0	0
"ENSG00000270850"	39	27	36	26	23	32
"ENSG00000229259"	0	0	0	0	0	0
"ENSG00000263529"	0	0	0	0	0	0
"ENSG00000254553"	2	0	0	0	0	0
"ENSG00000273274"	76	77	88	65	109	74
"ENSG00000160062"	264	205	253	236	270	249
"ENSG00000176261"	492	428	447	367	454	385
"ENSG00000200591"	7	7	0	0	5	10
"ENSG00000162521"	4174	3918	4003	3840	4800	4337
"ENSG00000162520"	137	129	89	63	90	110
"ENSG00000224409"	2	1	6	0	0	0
"ENSG00000162522"	1894	1771	1929	1493	1756	1846
"ENSG00000134684"	7609	5747	6711	5458	6929	5689
"ENSG00000116497"	2254	2127	2204	1758	2296	1944
"ENSG00000160097"	23	23	22	12	22	22
"ENSG00000121905"	27	51	48	60	65	59
"ENSG00000121900"	695	664	691	547	726	664
"ENSG00000116514"	1345	1281	1262	1134	1318	1188
"ENSG00000278966"	2	0	3	4	1	4
"ENSG00000217644"	10	4	0	2	0	2
"ENSG00000239670"	2	0	2	2	1	4
"ENSG00000236065"	6	2	0	8	0	5
"ENSG00000004455"	5419	5727	5813	5637	7131	6584
"ENSG00000276645"	2	4	0	4	2	0
"ENSG00000142920"	359	300	350	311	333	302
"ENSG00000278997"	82	94	59	77	102	78
"ENSG00000116525"	790	634	730	681	703	666
"ENSG00000279179"	69	57	59	31	45	42
"ENSG00000160094"	235	202	206	94	127	130
"ENSG00000270115"	0	0	4	1	0	0
"ENSG00000184389"	4	4	4	2	0	6
"ENSG00000225313"	165	140	198	121	109	129
"ENSG00000134686"	14421	12550	13410	9586	11484	11088
"ENSG00000266239"	35	40	30	30	46	32
"ENSG00000222112"	79	78	78	64	63	76
"ENSG00000233246"	39	43	42	38	44	54
"ENSG00000221225"	0	0	0	0	0	0
"ENSG00000234512"	0	0	2	4	0	0
"ENSG00000121903"	480	383	438	411	422	374
"ENSG00000235907"	170	178	206	147	196	215
"ENSG00000121904"	0	0	0	0	2	4
"ENSG00000227000"	0	0	0	0	0	0
"ENSG00000176256"	0	0	0	0	0	0
"ENSG00000231163"	0	0	0	0	0	0
"ENSG00000201148"	0	0	0	0	0	0
"ENSG00000142698"	0	0	0	0	0	0
"ENSG00000221053"	0	0	0	0	0	0
"ENSG00000270241"	0	0	0	0	0	0
"ENSG00000207941"	0	0	0	0	0	0
"ENSG00000163866"	1173	1048	1105	964	1198	1016
"ENSG00000189280"	4	2	6	0	2	4
"ENSG00000189433"	0	3	2	0	2	2
"ENSG00000255811"	0	0	2	0	0	0
"ENSG00000216162"	0	0	0	0	0	0
"ENSG00000188910"	0	0	2	0	4	0
"ENSG00000187513"	2	0	0	4	0	6
"ENSG00000230163"	66	52	63	58	46	63
"ENSG00000116544"	29	27	32	12	30	34
"ENSG00000241014"	162	126	115	81	126	104
"ENSG00000271741"	1	0	0	0	0	0
"ENSG00000243749"	0	0	0	0	2	3
"ENSG00000163867"	694	627	689	496	601	589
"ENSG00000233940"	0	0	0	0	0	0
"ENSG00000197056"	1595	1634	1760	1492	1796	1747
"ENSG00000228348"	231	253	196	144	197	171
"ENSG00000116560"	18599	16883	17530	14907	18455	17094
"ENSG00000201868"	0	0	0	0	1	0
"ENSG00000146463"	3757	3273	3532	2726	3409	3264
"ENSG00000240374"	0	0	0	0	0	0
"ENSG00000201542"	0	0	2	0	0	0
"ENSG00000229994"	2940	2779	2985	2785	3295	3068
"ENSG00000227409"	3	0	2	0	3	6
"ENSG00000278702"	0	0	0	0	0	0
"ENSG00000142687"	4058	3391	3752	2445	3093	2992
"ENSG00000236274"	0	0	2	0	0	0
"ENSG00000020129"	2265	1866	2206	1449	1900	1774
"ENSG00000239636"	17	23	17	14	24	21
"ENSG00000116819"	70	55	80	48	61	59
"ENSG00000126067"	7598	7140	7393	6376	8222	7412
"ENSG00000142686"	2304	2012	2197	1604	1885	1790
"ENSG00000092853"	1872	1913	1835	1918	2381	2097
"ENSG00000232335"	2	1	0	2	0	2
"ENSG00000134698"	1581	1465	1518	1110	1307	1256
"ENSG00000092847"	3953	3729	3629	3885	4721	4088
"ENSG00000271164"	16	7	8	4	2	12
"ENSG00000266671"	2	8	3	2	7	5
"ENSG00000280133"	0	0	0	0	0	0
